id,likeNum,commentsLen,reposts_count,region,content,created_at,type,detailUrl,emotion
5.15242E+15,7846,180,653,吉林,"给sakura送了生日礼物的illit iroha,可爱《嘻嘻》",2025/4/6,榜单,https://weibo.com/5152416077975860/PlZA3xsSU,积极
5.1531E+15,10038,679,236,广西,"人形机器人板块的下跌,属于大波段的调整。主要原因是因为自去年11月至3月份累计涨幅巨大。很多涨了两三倍,甚至十几倍的。这一轮大洗礼之后核心配件股依然是核心,会有波段行情。毕竟还是今年的风口板块。明白666",2025/4/8,榜单,https://weibo.com/5153099148689645/PmhlMAszz,中性
5.15128E+15,4241,771,2089,陕西," 无数的碎片拼接成我平淡简单的幸福生活。 幸福莫过于如此简单, 平淡的生活 爱我的家人, 理解我的朋友,健康快乐 无灾无病,随时可以吃到自己想吃的,也可以放肆的倒头就睡,平淡而又不平庸的好好生活着!",2025/4/3,榜单,https://weibo.com/5151282445158712/Plw5ClE12,积极
5.1525E+15,23440,708,1586,无,"《?》据网络平台数据,,有《我的世界大电影》, 等主演的《不说话的爱》, 等主演的《向阳·花》, 等主演的《热烈》……做个小调查:清明档电影你看了哪一部?",2025/4/6,榜单,https://weibo.com/5152495078474918/Pm1DtzyIe,中性
5.15147E+15,5565,308,406,湖北," 刚又有姐妹跟我说,觉得没考上研低人一等,看到别人拟录取了心里就咯噔……. 我之前都白跟你们输出了啊《晕》都说了比较是偷走幸福的小偷。那你考上了是不是又要嫌弃自己考了只考了个双非,是不是又要嫌弃自己只考了个末流211,是不是又悔恨自己没考985,是不是又要觉得研究生不是清北就没意义,是不是又觉得文科生都一个球样,永远比理科生低一等? 怎么你们一方面高喊着读书不是为了当人上人,一方面又觉得不是研究生就是人下人了?左右脑又互搏了?没考上研能咋了?只有本科学历就别活了?路上看到研究生干脆跪下来磕几个响头,大喊:给研究生大人请安!? 如果你还因为没研究生学历而自卑,说明你就是被社会达尔文主义荼毒太深,并且有严重的""学生思维""。你问问快毕业的的研三的同学,谁还关心你是哪个学校的,大家只想挣钱,本质上都是要找工作的。每个人天赋点不一样,有可能你就是适合去工作,去搞钱,那你为什么要浪费三年去为了破面子而读研?学历不一定让你能摆脱自卑,但有钱一定能让你摆脱自卑,你先去挣钱,以后还有执念就去留学,一年拿个硕士学历不就行了。相信已经读研的烙铁都觉得""考上研才是人上人""的观点真可笑,考上了也是牛马,工作了也是牛马,都是无产阶级,怎么内部还要互相歧视了《晕》 读研其实就是让你认识到对大多数人来说""学历没用""(不是学历无用论),投入实践,认真生活,努力搞钱才是真理,道理已经摆在这了,你又何苦再逼自己考上研来体会到这一点? 有人又要说,那是因为我已经读研了才故意安慰下岸的《允悲》我实话说,没有自媒体,没有研究生学历,作为一个""小本科生"",我也会努力工作,健康快乐地活着。这就是我的真实想法,这就是我想输出给大家的,求求你们摆脱学历歧视的怪圈吧,你不能自己瞧不起自己。盲目追求学历就是给自己穿羞布,你应该努力搞钱给自己买件真正的好衣服,早晚有一天你会不再想要那块遮羞布",2025/4/3,榜单,https://weibo.com/5151473789836385/PlB4eFgTn,积极
5.15211E+15,32811,5592,12188,澳大利亚,"悉尼的朋友们,准备好了吗? 熟悉的场地,被眷顾的好天气 马上要带著final lap和大家见面了! ",2025/4/5,榜单,https://weibo.com/5152113023519215/PlRHgeLvx,积极
5.15242E+15,40755,18677,22242,四川,this is life,2025/4/6,榜单,https://weibo.com/5152424345210257/PlZNolRqp,积极
5.1531E+15,17994,1096,767,北京," 昏黄的光晕在雨幕中洇开,它为夜里每一个赶路的人亮起。回到出租屋的瞬间,高月香便理清了自己纷乱的心绪,此刻她内心的担忧盖过了所有的不愉,她转身冲回雨幕之中,去寻找那道被冲散的身影。 ",2025/4/8,榜单,https://weibo.com/5153101338905931/PmhpjBmQ3,积极
5.15313E+15,6432,1144,1338,上海," 这家真的是我超爱的本帮餐馆🥢就在公司附近,我已经吃过的次数,已经超过一只手了🖐🏻 毕竟在新天地这么卷的地方,想要好吃性价比又高,真的不容易《污》 感觉几乎每道菜都很和我的口味,酱鸭很香,虾仁炒蛋虾仁也别q弹🍤鱼香茄子煲很下饭🍆 特别推荐他们家的砂锅鱼头,很大一锅,还有粉皮,鱼肉也很嫩🍲酱爆猪肝我真的每次来都必点,他们家的椒盐排条我也很喜欢《爱你》 主食的话,我会更喜欢菜饭,带着一点点锅气,像是小时候记忆里的味道《馋嘴》",2025/4/8,榜单,https://weibo.com/5153128480247718/Pmi7612rs,积极
5.15274E+15,3040,167,58,山西,张凌赫 | lancome全新大片:斯文眼镜型男《并不简单》《酷》,2025/4/7,明星,https://weibo.com/5152738421770564/Pm7XY7qBu,积极
5.15269E+15,13948,11045,8753,湖南, 早安《太阳》,2025/4/7,明星,https://weibo.com/5152689760239667/Pm6Hu10lB,积极
5.15182E+15,2533,190,153,山东," 《给你小心心》 晚上了,昀孟批就应该看点好东西入睡… 这场扫楼互动在我心里真的神了啊啊啊啊",2025/4/4,明星,https://weibo.com/5151818071151151/PlK1x4PsX,积极
5.15318E+15,3404,100,1195,河北,"永远不要失去发芽的心情 在不上班的日子里,我大多一个人待着,读书,写作,认真生活。偶尔会情绪低落,这时就会想起加缪说的:""让我们的心尽可能重新变得清澈透亮,以便更好地感受即将在春天到来的幸福。""于是,我开始行动。 · 出门散步:晃晃悠悠走在乡下小路上,鲜少遇到人。听风声与鸟鸣,看远方的树,天上的云,还有阳光下努力生长的植物。 · 骑单车去海边:眺望海平面上的远山,感受着""太阳强烈,水波温柔"",在美好的瞬间里,顿觉人间值得。 · 阅读:拿本书爬上顶楼,坐在藤编椅子上静静阅读。我十分享受这样沉浸在文字世界,什么都不用想的时刻。 · 晒太阳:我常感觉自己和植物一样,需要阳光补充能量。躺在草坪上,便能好好睡上一觉。 作为高敏感i人,我和情绪对抗多年。近两年才明白,缓解压力和焦虑并不难,只需让情绪自然流淌,比如散步,骑行,阅读,晒太阳,不说话,一个人默默在春天里生长。 我无数次对自己说:""永远不要失去发芽的心情。"" ",2025/4/8,情感,https://weibo.com/5153179797028946/PmjrRtuy6,积极
5.15313E+15,322,115,286,广东,"当特朗普高举&quot;对等关税&quot;大棒横扫国际贸易舞台时,这场始于2018年的贸易保护主义闹剧正在上演续集。这位奉行&quot;美国优先&quot;的政治强人再次选择用单边关税作为外交筹码,不仅暴露了华盛顿在全球治理体系中的战略焦虑,更将世界经济推向脱轨边缘。 特朗普政府将关税工具化已非新鲜事。从对中国商品加征惩罚性关税到对欧洲钢铝产品设限,这种简单粗暴的手段始终未能实现其重振制造业的承诺。美国劳工统计局数据显示,2023年制造业就业占比仍低于疫情前水平,传统产业回流遥遥无期。如今对50余国祭出10%的基准关税,不过是新瓶装旧酒的政治表演。 更危险的是,这种零和博弈思维正在摧毁战后建立的自由贸易秩序。欧盟委员会主席冯德莱恩提出互免关税本是化解分歧的建设性方案,却被华盛顿以&quot;完全不够&quot;为由粗暴拒绝。当主要经济体陷入相互猜忌的囚徒困境,wto争端解决机制形同虚设,全球供应链正加速重构为一个个封闭的小圈子。 历史经验反复证明,保护主义从来不是解决问题的良药。20世纪30年代的《斯姆特-霍利关税法》曾让全球经济陷入大萧条,当下重蹈覆辙只会加剧滞胀风险。imf最新报告指出,若主要经济体关税提高10%,全球gdp将损失1.5%。在气候变化,能源危机等全球性挑战面前,各国比任何时候都需要携手合作。 站在历史的十字路口,华盛顿应当明白:用关税筑墙只会制造孤立,拆除壁垒才能共享繁荣。真正的大国担当不应是挥舞保护主义大棒,而是重建基于规则的国际经济秩序。毕竟,在万物互联的时代,没有哪个国家能独善其身。",2025/4/8,国际,https://weibo.com/5153129320153645/Pmi8s0DY9,消极
5.15315E+15,740,355,322,新疆,"今天中国的工业制造业产值超过世界第二到第十国家的总和。 今天的中国是世界一百四十多个国家的数一数二的贸易伙伴。(联合国会员国一共一百九十多个) 今天的中国是为一个具备全部产业链的国家,没了美国的进口货自会有国产替代。 今天的中国蝉联国际专利数世界第一已经好几年了。 今天的中国自然指数已经连续三年排名世界第一,并且把美国越甩越远。(自然指数是世界公认的体现物理化学等自然科学学科基础研究成果的最权威的指数) 今天的中国在新兴科技的研究在绝大多数领域都领先美国。 今天的中国在64项关键技术领域中的57个处于世界领先,美国只占7个,其它国家一个没有。(20年前美国占60个,中国占3个,德国占1个。) 1,美国得让其它国家不报复美国,不提高进口美国产品的关税。 否则美国产品在美国之外会变得更没有竞争力。 只怕不但不能让美国制造业企业回美国反而会引发更多美国企业外逃。 2,美国不但要让其它国家不报复美国,还得要其它国家跟着美国提高中国产品的关税,甚至放弃便宜的中国的和自己国家的产品改选昂贵的美国产品,否则美国产品一样没有竞争力。 怎么做到让别人跟傻子似的啊? 3,提高关税必然会让美国物价上涨。而制造业回到美国不是短时间就能实现的事儿。 美国能撑到那时候吗? ",2025/4/8,国际,https://weibo.com/5153152144509471/PmiJgiV7p,积极
5.15216E+15,1176,284,42,辽宁,"那个真骨科的新文基本上想好了。 这两年写的《黑桃 a》和《无耻之徒》都是年下,所以这次打算写个年上。 相依为命的兄弟俩,哥哥为了供弟弟上学,很早就辍学打工,一心想让弟弟成才,什么都能为弟弟付出。 弟弟也明白哥哥的苦心,非常懂事努力,考上名校出人头地,只为了让他哥过上好日子。 但弟弟发现了自己对哥哥见不得人的心思,知道这很可能会毁了两人,克制感情,甚至尽量不出现在他哥面前。 开篇—— 哥哥给弟弟打电话,问他今年过年也不回来吗? 弟弟说不一定,要看工作安排。 哥哥没多说,让弟弟注意身体照顾好自己。 挂了电话,哥哥给弟弟发了条消息:哥想你了。 相比于前面提到的两篇,这篇会虐一点,两个人都是道德感很强的人,但 he 还是要的,只是会曲折一点。 今年工作已经安排满了,但还是想写这篇。 下周回去照例继续更新《过冬》,接下来要认真做一些其他也很耗精力很重要的工作。 这篇新文应该会多存点稿再开坑,因为真的很想写好它。 这个月还要去体检一下,除了颈椎之外,身体还是有点其他的小问题要解决。 身体状况不好码字状态也跟着变很差,想要一切都好好的,所以要开始重视自己的健康问题了。 你们也一样,大家都要健康啊!",2025/4/5,读书,https://weibo.com/5152158044389799/PlSRSipZd,积极
5.14551E+15,1420,168,469,江苏,"怀念小时候的农村,好想回到过去",2025/3/18,摄影,https://weibo.com/5145509808571382/Pj5UUzXO6,积极
5.15274E+15,11733,717,1638,无,"近日, 打鸟出圈破圈,各地文旅纷纷诚邀李现打鸟,更有网友发现李现拍摄的灰喜鹊图审美在线,构图精妙,色彩适宜,神似国画大师张大千《梨花山雀图》,不愧是""花鸟使""!",2025/4/7,摄影,https://weibo.com/5152738744730287/Pm7YujQyX,积极
5.14781E+15,3548,1054,1589,湖北,掉进了油画般的春天里 五彩油菜花简直就是春日调色盘🎨 把相机放低拍摄 只留白天空 这样拍出来画面干净 避开人头 也可以有不露脸的氛围感🎞️,2025/3/24,摄影,https://weibo.com/5147808937542871/Pk3JbvEfd,积极
5.14255E+15,1228,194,461,江苏,"""江南春晚,推窗如画。""",2025/3/10,摄影,https://weibo.com/5142550307143850/PhQVwtYro,积极
5.15172E+15,518,155,21,福建,"小米智驾不行,不等于所有智驾都不行。 我是理想车主,一年多前,理想的智驾水平和现在小米差不多,当时我用的很少。 经过这半年多的几次革命性的更新迭代,我现在几乎每天开车都会用到智能驾驶,现在有超过一半的里程,我都不是自己开的。 现在我使用理想自驾的里程,已经差不多2万公里了。 像这次小米那样的事故,理想汽车可以轻松应对,在那个障碍物前面,会自动减速绕行通过。不管是不是激光雷达的版本,都可以避开。",2025/4/4,车展,https://weibo.com/5151719436848657/PlHsrsJEd,中性
5.14989E+15,11032,550,486,上海,"甲亢哥不是浪得虚名,成功是用命换来的!",2025/3/30,体育,https://weibo.com/5149886518919239/PkVM7BqiH,消极
5.1504E+15,2038,186,72,安徽,"所以艳妮用的是什么底妆,流这么多汗妆都不花的,太牛了,她对粉丝也好实力也强,真的觉得比某足那些又菜又爱装的大哥好多了~ 吴艳妮",2025/3/31,体育,https://weibo.com/5150395593133101/Pl91dd93T,积极
5.15315E+15,517,256,314,福建,"从全红婵20年和24年体型对比来看,确实进入了发育期,身型体重都有很大变化。 这也意味着全红婵以后的生涯需要付出的努力更加艰辛,全妹加油!发育期的挑战也是成长的一部分,期待你的精彩回归!",2025/4/8,体育,https://weibo.com/5153154439057285/PmiMXC0df,积极
5.15319E+15,1111,116,134,浙江,"今日一加中国区总裁李杰公布了一加 13t 手机正面与 iphone 16 pro 的对比图,并表示""一加 13t 不仅边框控制得很优秀,r 角的视觉观感同样非常舒适,用起来也不会有硌手的感觉""。在该微博评论区中有用户询问微信朋友圈什么时候可以发布实况照片,李杰回复""就来了 ""就来了"":一加中国区总裁李杰暗示安卓端微信朋友圈""实况照片""功能将至""。预计微信安卓端近期将支持发布带有实况照片的朋友圈(it之家)《吃瓜》",2025/4/8,数码,https://weibo.com/5153190561187631/PmjJe4YXl,积极
5.15218E+15,1503,163,89,安徽,国泰民安的脸!太吸引人了,2025/4/5,综艺,https://weibo.com/5152175652868364/PlTkhc2bW,积极
5.15203E+15,2931,364,53,上海,"当哲式情歌遇上音色刺客与美声猎手,那就一同嗨爆全场!⏰4.25张信哲x单依纯x黄子弘凡,我们现场见!",2025/4/5,综艺,https://weibo.com/5152030150623751/PlPxB2Cgv,积极
5.15133E+15,1570,115,607,广东,"毕雯珺这想说又不敢说的样子像极了刚进职场的我,总是小心翼翼害怕带偏大家《允悲》",2025/4/3,综艺,https://weibo.com/5151327906958609/PlxgWtcfD,中性
5.1525E+15,130,138,4,浙江,啊啊啊啊啊!!! 谁懂黑粉的含金量? 🩰《摸t》 超米珍珠🩰,2025/4/6,时尚,https://weibo.com/5152498210048077/Pm1Ix0cvr,积极
5.15094E+15,1351,165,36,北京," booooooooooom!🐸,能听懂不?不懂还可以加!",2025/4/2,军事,https://weibo.com/5150936997560457/Pln6rvIOR,中性
5.15273E+15,848,210,69,湖南,"🔻台东阵位反潜压力会很大,真局势紧张的话到时候估计有至少4艘洛杉矶,8艘弗吉尼亚和俄亥俄ssgn,1-2艘海狼级,可能还有本子苍龙级和大鲸级,乃至澳大利亚的柯林斯级会在这边。 🔻我军的054和056,乃至无人船,战时改装民船,高新反潜机,075和076带的反潜机任务很重。",2025/4/7,军事,https://weibo.com/5152731149894186/Pm7MeFvVE,中性
5.15134E+15,1455,307,30,山东,"《安全演练》发现同学家里的电脑上有许多涩情图片和视频,你应该______《并不简单》",2025/4/3,科普,https://weibo.com/5151339010331222/PlxyR1oai,中性
5.1511E+15,64,113,5,无,晚安!  去看电影也要记住 哦~,2025/4/2,科普,https://weibo.com/5151095257304473/PlrdHuEe5,积极
5.1528E+15,2836,214,54,北京,当导演太难了!,2025/4/7,动漫,https://weibo.com/5152797135472336/Pm9uFmXBu,积极
5.15291E+15,126,102,79,无,"《收藏打卡!《馋嘴》》刚刚过去的清明假期,随着春菜争""鲜""上市,全国各地的菜市场迎来人来人往的热闹时节。不仅是时令风味的聚集地,还是年轻人热衷的独具特色,充满烟火气的city walk目的地。戳图↓↓看各地""高流量""菜市场!你pick哪一款?(人民网 刘微)",2025/4/7,旅游,https://weibo.com/5152911076888518/PmcsrsU18,积极
5.15317E+15,2779,161,1101,浙江," 拍到了语文课本里的万条垂下绿丝绦《微风》 三四月份的杭州太温柔了,如果有空的话,你一定要去柳浪闻莺走一走,去看看柳条新发的叶子,纤细柔软,嫩绿嫩绿的十分养眼,风吹过的时候,柳条成浪~  语文课本里的&quot;万条垂下绿丝绦&quot;在此刻具象化了",2025/4/8,旅游,https://weibo.com/5153165192204472/Pmj4j9fu0,积极
5.15268E+15,584,1693,26,山东," 春日暖阳,正是登山好时节!素有""海上仙山之祖""之称的昆嵛山国家森林公园,植被繁茂,是天然氧吧!《全力以赴》漫步其间,负氧离子沁人心脾;沿途繁花似锦,连翘,桃花肆意绽放。登顶远眺,山峦连绵,春色尽收眼底,身心都在这场春日登山中得到治愈!《小繁花》",2025/4/7,旅游,https://weibo.com/5152681006990122/Pm6tmtkrU,积极
5.15258E+15,6,221,0,湖南,"🌻 晚上好呀丸一哼,要天天开心哦,嘻嘻,橙发什么时候回归,特别帅哇,多来长沙丸嘻嘻",2025/4/7,美妆,https://weibo.com/5152584110702894/Pm3X52WR0,中性
5.15313E+15,509,199,199,福建," 《大侦探尚宫传奇》蓉尚苑剧照惊艳了!像是牡丹花神下凡…不愧是古装女神,美我一大跳!!!",2025/4/8,美妆,https://weibo.com/5153127506903603/Pmi5wsXWr,积极
5.15147E+15,1189,102,8,湖北,"《均四张防窥》p1婴儿b超图,p2蚂蚁正脸图",2025/4/3,健康,https://weibo.com/5151472845330993/PlB2ImmPL,消极
5.15284E+15,6644,441,2436,陕西,"哈哈哈哈哈,谁懂啊张杰爬不上的月亮陆虎爬上来了,想起杰哥上次演唱会大型忘词现场真的好搞笑,导致月亮没爬上来,虎子这次倒是爬上去了哈哈哈,只能说这兄弟俩真的太有综艺效果了 ,也让大家看到了他们在音乐上的不同魅力哈哈哈哈!",2025/4/7,音乐,https://weibo.com/5152844014684276/PmaIhjEAQ,积极
5.152E+15,1721,147,24,湖南,"周深这样的歌可太多了! 比如《与卿》,《卿卿》,《许卿安》""三卿""大美歌《嘻嘻》",2025/4/5,音乐,https://weibo.com/5151997948597101/PlOHEA4uV,积极
5.15249E+15,1325,157,76,江苏,投稿 郑州线下粉丝们 给小时团专场歌曲蹦迪现场呐 氛围感超好哒 震撼十连啊啊啊啊啊 集合准备团战.,2025/4/6,音乐,https://weibo.com/5152490139944899/Pm1vvFJ7B,积极
5.15316E+15,1022,175,118,无,"《外交部:》美国东部时间4月7日,特朗普宣布如中方不取消34%报复性关税,将对中国加征50%额外关税。对此,中国外交部发言人林剑表示,美方滥施关税严重侵犯各国的正当权益,严重违反世界贸易组织规则,严重损害以规则为基础的多边贸易体制,严重冲击全球的经济秩序稳定,是典型的单边主义,保护主义,经济暴力,遭到国际社会普遍反对。中方对此强烈谴责,坚决反对。贸易战,关税战没有赢家,保护主义没有出路。中国人不惹事,也不怕事,施压,威胁和讹诈,不是同中方打交道的正确方式,中方必将采取必要措施,坚决维护自身正当合法权益。",2025/4/8,政务,https://weibo.com/5153164261854094/Pmj2O7MkK,积极
5.15107E+15,3973,257,894,河南,苏新皓练习室版《like jennie》 这力度太爽了,2025/4/2,舞蹈,https://weibo.com/5151071844699926/PlqBWjIFg,积极
